PL,NAME,YEAR,TEAM,Avg. Mile,t_min,t_sec,TIME,SCORE,race,minutes,distance
51,Judy Kosgei,SO-2,Clemson,05:25.4,20,13.2,20:13.2,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.22,6
52,Jenny Schilling,JR-3,Virginia,05:25.4,20,13.4,20:13.4,39,2024_NCAA_Division_I_Cross_Country_Championships,20.223333333333333,6
53,Kaiya Robertson,SO-2,Boise State,05:25.8,20,14.8,20:14.8,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.246666666666666,6
54,Melissa Riggins,JR-3,Georgetown,05:26.0,20,15.4,20:15.4,40,2024_NCAA_Division_I_Cross_Country_Championships,20.256666666666668,6
55,Blezzin Kimutai,FR-1,Tulane,05:26.1,20,16.0,20:16.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.266666666666666,6
56,Laura Mooney,SR-4,Providence,05:26.4,20,16.9,20:16.9,41,2024_NCAA_Division_I_Cross_Country_Championships,20.281666666666666,6
57,Bieke Schipperen,SO-2,Florida State,05:26.4,20,16.9,20:16.9,42,2024_NCAA_Division_I_Cross_Country_Championships,20.281666666666666,6
58,Riley Stewart,JR-3,Stanford,05:26.7,20,18.1,20:18.1,43,2024_NCAA_Division_I_Cross_Country_Championships,20.301666666666666,6
59,Maeve Stiles,JR-3,Washington,05:26.8,20,18.3,20:18.3,44,2024_NCAA_Division_I_Cross_Country_Championships,20.305,6
60,Keira Moore,SO-2,Northern Arizona,05:26.8,20,18.4,20:18.4,45,2024_NCAA_Division_I_Cross_Country_Championships,20.306666666666665,6
61,Rose Coats,SO-2,Maryland,05:26.8,20,18.5,20:18.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.308333333333334,6
62,Mercy Kinyanjui,FR-1,Toledo,05:27.0,20,19.4,20:19.4,46,2024_NCAA_Division_I_Cross_Country_Championships,20.323333333333334,6
63,Tia Wilson,JR-3,Florida,05:27.2,20,19.9,20:19.9,47,2024_NCAA_Division_I_Cross_Country_Championships,20.331666666666667,6
64,Ashley Jones,JR-3,Tennessee,05:27.2,20,20.1,20:20.1,48,2024_NCAA_Division_I_Cross_Country_Championships,20.335,6
65,Carlee Hansen,SR-4,BYU,05:27.6,20,21.6,20:21.6,49,2024_NCAA_Division_I_Cross_Country_Championships,20.36,6
66,Zofia Dudek,SR-4,Stanford,05:27.7,20,21.7,20:21.7,50,2024_NCAA_Division_I_Cross_Country_Championships,20.361666666666668,6
67,Gladys Chepngetich,SO-2,Clemson,05:27.7,20,21.8,20:21.8,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.363333333333333,6
68,Erin Vringer,SO-2,Utah,05:27.8,20,22.3,20:22.3,51,2024_NCAA_Division_I_Cross_Country_Championships,20.371666666666666,6
69,Emily Bryce,JR-3,West Virginia,05:27.9,20,22.7,20:22.7,52,2024_NCAA_Division_I_Cross_Country_Championships,20.378333333333334,6
70,Brooke Morabito,SR-4,Central Connecticut,05:28.1,20,23.5,20:23.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.391666666666666,6
71,Maggi Congdon,SR-4,Northern Arizona,05:28.2,20,23.8,20:23.8,53,2024_NCAA_Division_I_Cross_Country_Championships,20.39666666666667,6
72,Victoria Lagat,FR-1,Oklahoma State,05:28.5,20,24.9,20:24.9,54,2024_NCAA_Division_I_Cross_Country_Championships,20.415,6
73,Julia David-Smith,JR-3,Washington,05:28.6,20,25.3,20:25.3,55,2024_NCAA_Division_I_Cross_Country_Championships,20.421666666666667,6
74,Klara Dess,SR-4,New Mexico,05:28.7,20,25.5,20:25.5,56,2024_NCAA_Division_I_Cross_Country_Championships,20.425,6
75,Mackenzie Barnett,SR-4,Lipscomb,05:28.8,20,25.9,20:25.9,57,2024_NCAA_Division_I_Cross_Country_Championships,20.431666666666665,6
76,Ali Bainbridge,SO-2,Nebraska,05:28.8,20,26.0,20:26.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.433333333333334,6
77,Adelyn Fairley,SR-4,Liberty,05:28.8,20,26.0,20:26.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.433333333333334,6
78,Sydney Thorvaldson,JR-3,Arkansas,05:28.9,20,26.5,20:26.5,58,2024_NCAA_Division_I_Cross_Country_Championships,20.441666666666666,6
79,Kaitlyn Hynes,JR-3,Michigan State,05:28.9,20,26.5,20:26.5,59,2024_NCAA_Division_I_Cross_Country_Championships,20.441666666666666,6
80,Aniya Mosley,JR-3,Ohio State,05:29.0,20,26.6,20:26.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.443333333333335,6
81,Siona Chisholm,SR-4,Notre Dame,05:29.0,20,26.9,20:26.9,60,2024_NCAA_Division_I_Cross_Country_Championships,20.448333333333334,6
82,Mary Bonner Dalton,FR-1,Notre Dame,05:29.1,20,27.1,20:27.1,61,2024_NCAA_Division_I_Cross_Country_Championships,20.451666666666668,6
83,Nelah Roberts,FR-1,BYU,05:29.2,20,27.4,20:27.4,62,2024_NCAA_Division_I_Cross_Country_Championships,20.456666666666667,6
84,Alex Carlson,JR-3,Northern Arizona,05:29.3,20,27.7,20:27.7,63,2024_NCAA_Division_I_Cross_Country_Championships,20.461666666666666,6
85,Regina Mpigachai,JR-3,Northern Colorado,05:29.4,20,28.2,20:28.2,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.47,6
86,Addison Dorenkamp,FR-1,Alabama,05:29.4,20,28.3,20:28.3,64,2024_NCAA_Division_I_Cross_Country_Championships,20.471666666666668,6
87,Pheline Cheruto,FR-1,Alabama,05:29.5,20,28.4,20:28.4,65,2024_NCAA_Division_I_Cross_Country_Championships,20.473333333333333,6
88,Taylor Lovell,JR-3,BYU,05:29.5,20,28.6,20:28.6,66,2024_NCAA_Division_I_Cross_Country_Championships,20.476666666666667,6
89,Madison Trippett,SR-4,West Virginia,05:29.6,20,29.0,20:29.0,67,2024_NCAA_Division_I_Cross_Country_Championships,20.483333333333334,6
90,Hayley Kitching,SO-2,Penn State,05:29.7,20,29.1,20:29.1,68,2024_NCAA_Division_I_Cross_Country_Championships,20.485,6
91,Natalie Bitetti,SR-4,New Mexico,05:29.7,20,29.3,20:29.3,69,2024_NCAA_Division_I_Cross_Country_Championships,20.488333333333333,6
92,Fatima Alanis,SR-4,North Carolina,05:29.9,20,30.0,20:30.0,70,2024_NCAA_Division_I_Cross_Country_Championships,20.5,6
93,Emma Atkinson,SR-4,Minnesota,05:29.9,20,30.0,20:30.0,71,2024_NCAA_Division_I_Cross_Country_Championships,20.5,6
94,Madaline Ullom,SR-4,Penn State,05:30.0,20,30.3,20:30.3,72,2024_NCAA_Division_I_Cross_Country_Championships,20.505,6
95,Nikita Moore,JR-3,Northern Arizona,05:30.1,20,30.7,20:30.7,73,2024_NCAA_Division_I_Cross_Country_Championships,20.511666666666667,6
96,Angelina Napoleon,FR-1,NC State,05:30.1,20,31.0,20:31.0,74,2024_NCAA_Division_I_Cross_Country_Championships,20.516666666666666,6
97,Karrie Baloga,SO-2,Northern Arizona,05:30.2,20,31.1,20:31.1,75,2024_NCAA_Division_I_Cross_Country_Championships,20.518333333333334,6
98,Amina Maatoug,SR-4,Washington,05:30.2,20,31.1,20:31.1,76,2024_NCAA_Division_I_Cross_Country_Championships,20.518333333333334,6
99,Gwenno Goode,SO-2,La Salle,05:30.3,20,31.4,20:31.4,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.523333333333333,6
100,Klaudia Kazimierska,SR-4,Oregon,05:30.4,20,31.8,20:31.8,77,2024_NCAA_Division_I_Cross_Country_Championships,20.53,6
101,Savannah Roark,SR-4,Syracuse,05:30.5,20,32.1,20:32.1,78,2024_NCAA_Division_I_Cross_Country_Championships,20.535,6
102,Jenna Zydanowicz,SR-4,Connecticut,05:30.6,20,32.6,20:32.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.543333333333333,6
103,Maelle Porcher,JR-3,Iowa State,05:30.7,20,32.9,20:32.9,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.548333333333332,6
104,Ali Ince,FR-1,Oregon,05:30.7,20,33.0,20:33.0,79,2024_NCAA_Division_I_Cross_Country_Championships,20.55,6
105,Daniella Santos,SR-4,Ohio State,05:30.8,20,33.6,20:33.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.56,6
106,Emma Eastman,JR-3,Syracuse,05:30.9,20,33.7,20:33.7,80,2024_NCAA_Division_I_Cross_Country_Championships,20.561666666666667,6
107,Jessie Secor,SO-2,Colorado,05:31.1,20,34.4,20:34.4,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.573333333333334,6
108,Bethan Morley,JR-3,Florida,05:31.1,20,34.4,20:34.4,81,2024_NCAA_Division_I_Cross_Country_Championships,20.573333333333334,6
109,Loral Winn,SR-4,Ole Miss,05:31.1,20,34.5,20:34.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.575,6
110,Almi Nerurkar,JR-3,Georgetown,05:31.1,20,34.6,20:34.6,82,2024_NCAA_Division_I_Cross_Country_Championships,20.576666666666668,6
111,Lindsay Cunningham,SR-4,Wisconsin,05:31.7,20,36.6,20:36.6,83,2024_NCAA_Division_I_Cross_Country_Championships,20.61,6
112,Tatum David,FR-1,Virginia,05:31.9,20,37.6,20:37.6,84,2024_NCAA_Division_I_Cross_Country_Championships,20.626666666666665,6
113,India Weir,SR-4,Washington,05:31.9,20,37.6,20:37.6,85,2024_NCAA_Division_I_Cross_Country_Championships,20.626666666666665,6
114,Charlotte Tomkinson,JR-3,Georgetown,05:32.0,20,37.8,20:37.8,86,2024_NCAA_Division_I_Cross_Country_Championships,20.63,6
115,Rylie Lusk,SR-4,Syracuse,05:32.0,20,37.9,20:37.9,87,2024_NCAA_Division_I_Cross_Country_Championships,20.631666666666668,6
116,Allison Wilson,SR-4,Florida,05:32.3,20,39.0,20:39.0,88,2024_NCAA_Division_I_Cross_Country_Championships,20.65,6
117,Kiara Smeltz,SR-4,Lipscomb,05:32.4,20,39.3,20:39.3,89,2024_NCAA_Division_I_Cross_Country_Championships,20.655,6
118,Tilly Simpson,JR-3,New Mexico,05:32.5,20,39.8,20:39.8,90,2024_NCAA_Division_I_Cross_Country_Championships,20.663333333333334,6
119,Julia Flynn,SO-2,Stanford,05:32.6,20,40.2,20:40.2,91,2024_NCAA_Division_I_Cross_Country_Championships,20.67,6
120,Mckaylie Caesar,SR-4,Utah,05:32.6,20,40.3,20:40.3,92,2024_NCAA_Division_I_Cross_Country_Championships,20.671666666666667,6
121,Lesley Green,SR-4,Chattanooga,05:32.7,20,40.5,20:40.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.675,6
122,Eva Klingbeil,JR-3,North Carolina,05:32.8,20,40.7,20:40.7,93,2024_NCAA_Division_I_Cross_Country_Championships,20.678333333333335,6
123,Mena Scatchard,SR-4,Princeton,05:32.9,20,41.2,20:41.2,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.686666666666667,6
124,Molly Malague,JR-3,Harvard,05:33.0,20,41.6,20:41.6,94,2024_NCAA_Division_I_Cross_Country_Championships,20.693333333333335,6
125,Erin Reidy,SR-4,Minnesota,05:33.1,20,42.0,20:42.0,95,2024_NCAA_Division_I_Cross_Country_Championships,20.7,6
126,Ciara O'Shea,FR-1,North Carolina,05:33.2,20,42.5,20:42.5,96,2024_NCAA_Division_I_Cross_Country_Championships,20.708333333333332,6
127,Wilma Nielsen,SR-4,Oregon,05:33.4,20,43.0,20:43.0,97,2024_NCAA_Division_I_Cross_Country_Championships,20.716666666666665,6
128,Anna Gardiner,FR-1,Providence,05:33.4,20,43.1,20:43.1,98,2024_NCAA_Division_I_Cross_Country_Championships,20.718333333333334,6
129,Kate Jortberg,SR-4,Georgia Tech,05:33.6,20,43.8,20:43.8,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.73,6
130,Agnes McTighe,JR-3,Florida State,05:33.6,20,43.9,20:43.9,99,2024_NCAA_Division_I_Cross_Country_Championships,20.731666666666666,6
131,Laura Nicholson,SR-4,Toledo,05:33.6,20,43.9,20:43.9,100,2024_NCAA_Division_I_Cross_Country_Championships,20.731666666666666,6
132,Christina Nisoli,JR-3,New Mexico,05:33.6,20,44.0,20:44.0,101,2024_NCAA_Division_I_Cross_Country_Championships,20.733333333333334,6
133,Penelope Salmon,JR-3,Harvard,05:33.8,20,44.4,20:44.4,102,2024_NCAA_Division_I_Cross_Country_Championships,20.74,6
134,Colleen Stegmann,SO-2,Oklahoma State,05:33.9,20,45.1,20:45.1,103,2024_NCAA_Division_I_Cross_Country_Championships,20.751666666666665,6
135,Sophie O'Sullivan,SR-4,Washington,05:34.0,20,45.3,20:45.3,104,2024_NCAA_Division_I_Cross_Country_Championships,20.755,6
136,Barrett Justema,SO-2,Georgetown,05:34.0,20,45.4,20:45.4,105,2024_NCAA_Division_I_Cross_Country_Championships,20.756666666666668,6
137,Willow Collins,JR-3,Gonzaga,05:34.1,20,45.6,20:45.6,106,2024_NCAA_Division_I_Cross_Country_Championships,20.76,6
138,Lorena Rangel Batres,SR-4,LSU,05:34.1,20,45.6,20:45.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.76,6
139,Eva Jess,SR-4,Texas,05:34.1,20,45.7,20:45.7,107,2024_NCAA_Division_I_Cross_Country_Championships,20.761666666666667,6
140,Brooke Mullins,SR-4,Florida State,05:34.1,20,45.9,20:45.9,108,2024_NCAA_Division_I_Cross_Country_Championships,20.765,6
141,Gretchen Farley,SO-2,Notre Dame,05:34.2,20,46.2,20:46.2,109,2024_NCAA_Division_I_Cross_Country_Championships,20.77,6
142,Annika Cutforth,SO-2,Wisconsin,05:34.3,20,46.4,20:46.4,110,2024_NCAA_Division_I_Cross_Country_Championships,20.773333333333333,6
143,Abby Loveys,SR-4,Boston College,05:34.3,20,46.6,20:46.6,111,2024_NCAA_Division_I_Cross_Country_Championships,20.776666666666667,6
144,Colbi Borland,SR-4,Lipscomb,05:34.3,20,46.6,20:46.6,112,2024_NCAA_Division_I_Cross_Country_Championships,20.776666666666667,6
145,Shea Ruhly,SR-4,Wisconsin,05:34.5,20,47.2,20:47.2,113,2024_NCAA_Division_I_Cross_Country_Championships,20.786666666666665,6
146,Bella Jacobsen,SO-2,Wisconsin,05:34.7,20,48.0,20:48.0,114,2024_NCAA_Division_I_Cross_Country_Championships,20.8,6
147,Morgan Jensen,SR-4,Utah,05:34.9,20,48.6,20:48.6,115,2024_NCAA_Division_I_Cross_Country_Championships,20.81,6
148,Nadia Phillips,SO-2,Minnesota,05:34.9,20,48.8,20:48.8,116,2024_NCAA_Division_I_Cross_Country_Championships,20.813333333333333,6
149,Izzy Roemer,SO-2,Minnesota,05:35.0,20,49.2,20:49.2,117,2024_NCAA_Division_I_Cross_Country_Championships,20.82,6
150,Sophia Toti,SR-4,Penn State,05:35.1,20,49.4,20:49.4,118,2024_NCAA_Division_I_Cross_Country_Championships,20.823333333333334,6
151,Gillian Bushee,SO-2,Virginia,05:35.1,20,49.6,20:49.6,119,2024_NCAA_Division_I_Cross_Country_Championships,20.826666666666668,6
152,Emily Paupore,SR-4,Central Michigan,05:35.2,20,49.7,20:49.7,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.828333333333333,6
153,Claire Daniels,SO-2,Penn State,05:35.2,20,49.8,20:49.8,120,2024_NCAA_Division_I_Cross_Country_Championships,20.83,6
154,Selma Anderson,FR-1,Syracuse,05:35.2,20,49.9,20:49.9,121,2024_NCAA_Division_I_Cross_Country_Championships,20.831666666666667,6
155,Anna Petr,SR-4,Colorado St.,05:35.4,20,50.5,20:50.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.841666666666665,6
156,Jillian Candelino,SO-2,Tennessee,05:35.6,20,51.3,20:51.3,122,2024_NCAA_Division_I_Cross_Country_Championships,20.855,6
157,Taylor Ewert,SR-4,Michigan State,05:35.7,20,51.6,20:51.6,123,2024_NCAA_Division_I_Cross_Country_Championships,20.86,6
158,Carolyn Shult,SR-4,Wisconsin,05:35.7,20,51.8,20:51.8,124,2024_NCAA_Division_I_Cross_Country_Championships,20.863333333333333,6
159,Mia Barnett,JR-3,Oregon,05:35.8,20,51.9,20:51.9,125,2024_NCAA_Division_I_Cross_Country_Championships,20.865,6
160,Bethany Michalak,FR-1,NC State,05:35.8,20,52.2,20:52.2,126,2024_NCAA_Division_I_Cross_Country_Championships,20.87,6
161,Josphine Mwaura,SO-2,Oklahoma State,05:35.9,20,52.4,20:52.4,127,2024_NCAA_Division_I_Cross_Country_Championships,20.873333333333335,6
162,Rebecca O'Keeffe,FR-1,Tennessee,05:35.9,20,52.6,20:52.6,128,2024_NCAA_Division_I_Cross_Country_Championships,20.876666666666665,6
163,Nora Gremban,FR-1,Wisconsin,05:36.0,20,52.7,20:52.7,129,2024_NCAA_Division_I_Cross_Country_Championships,20.878333333333334,6
164,Caroline Lyerly,SO-2,Tennessee,05:36.1,20,53.1,20:53.1,130,2024_NCAA_Division_I_Cross_Country_Championships,20.885,6
165,Mercy Kipchumba,FR-1,Stephen F. Austin,05:36.1,20,53.3,20:53.3,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.888333333333332,6
166,Jessica Frydenlund,SO-2,Gonzaga,05:36.5,20,54.7,20:54.7,131,2024_NCAA_Division_I_Cross_Country_Championships,20.911666666666665,6
167,Camryn Menninger,SR-4,Virginia,05:36.6,20,55.1,20:55.1,132,2024_NCAA_Division_I_Cross_Country_Championships,20.918333333333333,6
168,Logan St. John-Kletter,FR-1,North Carolina,05:36.7,20,55.3,20:55.3,133,2024_NCAA_Division_I_Cross_Country_Championships,20.921666666666667,6
169,Penelopea Gordon,SO-2,Michigan,05:36.8,20,55.8,20:55.8,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.93,6
170,Harley Kletz,SO-2,Lipscomb,05:36.9,20,56.1,20:56.1,134,2024_NCAA_Division_I_Cross_Country_Championships,20.935,6
171,Olivia Pielemeier,FR-1,Arkansas,05:37.2,20,57.2,20:57.2,135,2024_NCAA_Division_I_Cross_Country_Championships,20.953333333333333,6
172,Olivia Howell,SR-4,Texas,05:37.4,20,57.8,20:57.8,136,2024_NCAA_Division_I_Cross_Country_Championships,20.963333333333335,6
173,Aoife Dunne,SR-4,Boston College,05:37.4,20,58.1,20:58.1,137,2024_NCAA_Division_I_Cross_Country_Championships,20.968333333333334,6
174,Caroline Wells,JR-3,Florida,05:37.6,20,58.8,20:58.8,138,2024_NCAA_Division_I_Cross_Country_Championships,20.98,6
175,Jade Rypkema,SO-2,Gonzaga,05:37.8,20,59.6,20:59.6,139,2024_NCAA_Division_I_Cross_Country_Championships,20.993333333333332,6
176,Elizabeth Barlow,SR-4,Florida State,05:37.9,20,59.8,20:59.8,140,2024_NCAA_Division_I_Cross_Country_Championships,20.996666666666666,6
177,Lilly Walters,JR-3,Alabama,05:38.1,21,00.5,21:00.5,141,2024_NCAA_Division_I_Cross_Country_Championships,21.008333333333333,6
178,Ella Gilson,SR-4,Harvard,05:38.3,21,01.3,21:01.3,142,2024_NCAA_Division_I_Cross_Country_Championships,21.02166666666667,6
179,Reagan Gilmore,FR-1,Florida,05:38.4,21,01.6,21:01.6,143,2024_NCAA_Division_I_Cross_Country_Championships,21.026666666666667,6
180,Zoe Cooper,JR-3,Harvard,05:38.4,21,01.8,21:01.8,144,2024_NCAA_Division_I_Cross_Country_Championships,21.03,6
181,Roshni Singh,SR-4,Boston College,05:38.4,21,01.9,21:01.9,145,2024_NCAA_Division_I_Cross_Country_Championships,21.031666666666666,6
182,Heidi Demeo,SR-4,Syracuse,05:38.7,21,02.8,21:02.8,146,2024_NCAA_Division_I_Cross_Country_Championships,21.046666666666667,6
183,Chloe Foerster,JR-3,Washington,05:39.0,21,04.0,21:04.0,147,2024_NCAA_Division_I_Cross_Country_Championships,21.066666666666666,6
184,Sophia McDonnell,SR-4,New Mexico,05:39.0,21,04.1,21:04.1,148,2024_NCAA_Division_I_Cross_Country_Championships,21.06833333333333,6
185,Madeline Heintz,JR-3,Syracuse,05:39.2,21,04.8,21:04.8,149,2024_NCAA_Division_I_Cross_Country_Championships,21.08,6
186,Cameron McConnell,SO-2,Oklahoma State,05:39.3,21,05.2,21:05.2,150,2024_NCAA_Division_I_Cross_Country_Championships,21.086666666666666,6
187,Abby Lewis,FR-1,Boston College,05:39.4,21,05.5,21:05.5,151,2024_NCAA_Division_I_Cross_Country_Championships,21.091666666666665,6
188,Leane Willemse,JR-3,Wisconsin,05:39.5,21,06.0,21:06.0,152,2024_NCAA_Division_I_Cross_Country_Championships,21.1,6
189,Ellie Brewer,JR-3,Lipscomb,05:39.8,21,07.0,21:07.0,153,2024_NCAA_Division_I_Cross_Country_Championships,21.116666666666667,6
190,Brianne Brewster,SR-4,Minnesota,05:39.8,21,07.1,21:07.1,154,2024_NCAA_Division_I_Cross_Country_Championships,21.118333333333332,6
191,Cate DeSousa,SO-2,Virginia,05:39.8,21,07.2,21:07.2,155,2024_NCAA_Division_I_Cross_Country_Championships,21.12,6
192,Linda Perez,JR-3,Lipscomb,05:40.0,21,07.7,21:07.7,156,2024_NCAA_Division_I_Cross_Country_Championships,21.128333333333334,6
193,Niamh O'Mahony,JR-3,Providence,05:40.0,21,07.8,21:07.8,157,2024_NCAA_Division_I_Cross_Country_Championships,21.13,6
194,Isabelle Schmitz,FR-1,Minnesota,05:40.1,21,08.0,21:08.0,158,2024_NCAA_Division_I_Cross_Country_Championships,21.133333333333333,6
195,Jaci Sievers,SO-2,Tennessee,05:40.1,21,08.2,21:08.2,159,2024_NCAA_Division_I_Cross_Country_Championships,21.136666666666667,6
196,Sophie Atkinson,SR-4,Virginia,05:40.1,21,08.3,21:08.3,160,2024_NCAA_Division_I_Cross_Country_Championships,21.138333333333332,6
197,Halle Hill,SR-4,Illinois,05:40.5,21,09.6,21:09.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,21.16,6
198,Ruth Kimeli,FR-1,Baylor,05:40.6,21,09.9,21:09.9,NA,2024_NCAA_Division_I_Cross_Country_Championships,21.165,6
199,Nicola Hogg,JR-3,Stanford,05:40.7,21,10.3,21:10.3,161,2024_NCAA_Division_I_Cross_Country_Championships,21.171666666666667,6
200,Cara Laverty,SO-2,Providence,05:40.8,21,10.6,21:10.6,162,2024_NCAA_Division_I_Cross_Country_Championships,21.176666666666666,6
201,Logan Hofstee,FR-1,Gonzaga,05:40.9,21,11.0,21:11.0,163,2024_NCAA_Division_I_Cross_Country_Championships,21.183333333333334,6
202,Lilly Lavier,JR-3,Oklahoma State,05:41.0,21,11.5,21:11.5,164,2024_NCAA_Division_I_Cross_Country_Championships,21.191666666666666,6
203,Kate Putman,FR-1,NC State,05:41.2,21,12.1,21:12.1,165,2024_NCAA_Division_I_Cross_Country_Championships,21.201666666666668,6
204,Olivia Millen,JR-3,Michigan State,05:41.2,21,12.3,21:12.3,166,2024_NCAA_Division_I_Cross_Country_Championships,21.205,6
205,Lindsey Peters,JR-3,Utah,05:41.3,21,12.4,21:12.4,167,2024_NCAA_Division_I_Cross_Country_Championships,21.206666666666667,6
206,Reagan Riley,FR-1,Notre Dame,05:41.4,21,12.9,21:12.9,168,2024_NCAA_Division_I_Cross_Country_Championships,21.215,6
207,Sydney Masciarelli,JR-3,North Carolina,05:41.4,21,13.0,21:13.0,169,2024_NCAA_Division_I_Cross_Country_Championships,21.216666666666665,6
208,Gabrielle Schmidt,FR-1,Florida,05:41.7,21,14.0,21:14.0,170,2024_NCAA_Division_I_Cross_Country_Championships,21.233333333333334,6
209,Rachel Sutliff,SR-4,Tennessee,05:41.8,21,14.3,21:14.3,171,2024_NCAA_Division_I_Cross_Country_Championships,21.238333333333333,6
210,Andie-Marie Jones,JR-3,Tennessee,05:41.8,21,14.4,21:14.4,172,2024_NCAA_Division_I_Cross_Country_Championships,21.24,6
211,Yasmine Abbes,SR-4,Boston College,05:42.4,21,16.6,21:16.6,173,2024_NCAA_Division_I_Cross_Country_Championships,21.276666666666667,6
212,Ella Borsheim,JR-3,Washington,05:42.5,21,17.0,21:17.0,174,2024_NCAA_Division_I_Cross_Country_Championships,21.283333333333335,6
213,Lou Trois,SR-4,Toledo,05:42.6,21,17.6,21:17.6,175,2024_NCAA_Division_I_Cross_Country_Championships,21.293333333333333,6
214,Emily Covert,SR-4,Notre Dame,05:42.8,21,18.0,21:18.0,176,2024_NCAA_Division_I_Cross_Country_Championships,21.3,6
215,Sophia Lucki,JR-3,Michigan State,05:43.0,21,19.1,21:19.1,177,2024_NCAA_Division_I_Cross_Country_Championships,21.318333333333335,6
216,Anna Grabowski,JR-3,Gonzaga,05:43.1,21,19.4,21:19.4,178,2024_NCAA_Division_I_Cross_Country_Championships,21.323333333333334,6
217,Annelies Quinton,JR-3,Harvard,05:43.2,21,19.6,21:19.6,179,2024_NCAA_Division_I_Cross_Country_Championships,21.326666666666668,6
218,Marika Couture,FR-1,Utah,05:44.3,21,23.7,21:23.7,180,2024_NCAA_Division_I_Cross_Country_Championships,21.395,6
219,Katelyn Stewart-Barnett,JR-3,Michigan State,05:44.4,21,24.0,21:24.0,181,2024_NCAA_Division_I_Cross_Country_Championships,21.4,6
220,Alexi Fogo,JR-3,Gonzaga,05:44.4,21,24.2,21:24.2,182,2024_NCAA_Division_I_Cross_Country_Championships,21.403333333333332,6
221,Rebecca Bergnes,SR-4,Florida State,05:44.6,21,24.8,21:24.8,183,2024_NCAA_Division_I_Cross_Country_Championships,21.413333333333334,6
222,Emily Chaston,SR-4,Utah,05:44.6,21,25.0,21:25.0,184,2024_NCAA_Division_I_Cross_Country_Championships,21.416666666666668,6
223,Kate Dickman,SO-2,Alabama,05:44.7,21,25.2,21:25.2,185,2024_NCAA_Division_I_Cross_Country_Championships,21.42,6
224,Audrey DaDamio,JR-3,Stanford,05:44.8,21,25.5,21:25.5,186,2024_NCAA_Division_I_Cross_Country_Championships,21.425,6
225,Fiona Max,SR-4,Georgetown,05:44.9,21,25.9,21:25.9,187,2024_NCAA_Division_I_Cross_Country_Championships,21.431666666666665,6
226,Alexis Lamb,SO-2,West Virginia,05:45.0,21,26.2,21:26.2,188,2024_NCAA_Division_I_Cross_Country_Championships,21.436666666666667,6
227,Carmen Krawczynski Gonzalez,JR-3,Lipscomb,05:45.8,21,29.4,21:29.4,189,2024_NCAA_Division_I_Cross_Country_Championships,21.49,6
228,Elizabeth Pickett,JR-3,Texas,05:46.0,21,30.3,21:30.3,190,2024_NCAA_Division_I_Cross_Country_Championships,21.505,6
229,Molly Hudson,SR-4,Boston College,05:46.1,21,30.5,21:30.5,191,2024_NCAA_Division_I_Cross_Country_Championships,21.508333333333333,6
230,Sydni Wilkins,FR-1,Texas,05:46.2,21,30.9,21:30.9,192,2024_NCAA_Division_I_Cross_Country_Championships,21.515,6
231,Jinane Mahi,SO-2,Oklahoma State,05:46.7,21,32.6,21:32.6,193,2024_NCAA_Division_I_Cross_Country_Championships,21.543333333333333,6
232,Jami Reed,SR-4,Alabama,05:47.3,21,35.0,21:35.0,194,2024_NCAA_Division_I_Cross_Country_Championships,21.583333333333332,6
233,Isabel Allori,FR-1,Notre Dame,05:47.4,21,35.2,21:35.2,195,2024_NCAA_Division_I_Cross_Country_Championships,21.586666666666666,6
234,Eleanor Kendell,SR-4,Michigan State,05:47.8,21,36.6,21:36.6,196,2024_NCAA_Division_I_Cross_Country_Championships,21.61,6
235,Allison Dougherty,SO-2,Penn State,05:47.9,21,37.3,21:37.3,197,2024_NCAA_Division_I_Cross_Country_Championships,21.621666666666666,6
236,Lily Flynn,SR-4,Boston College,05:48.1,21,37.8,21:37.8,198,2024_NCAA_Division_I_Cross_Country_Championships,21.63,6
